W1,L1,W3,L3,W5,L5,W6,L6,W7,L7,IB,CC,total_area,slew_rate,total_power
13.324u,406.513n,13.545u,333.618n,9.658u,338.186n,43.057u,194.571n,29.254u,517.192n,11.699u,1.270p,3.6709013725e-11,9211811.02362,0.000108651875967
11.243u,450.695n,3.377u,448.768n,9.737u,335.430n,267.279u,216.309n,65.548u,304.114n,10.339u,0.630p,8.7597653014e-11,16411111.1111,0.00028940321675
17.293u,226.544n,11.052u,509.171n,21.550u,237.474n,83.338u,439.849n,132.423u,210.475n,12.400u,1.364p,7.9190414871e-11,9090909.09091,0.000149149688708
14.362u,333.784n,12.542u,353.568n,17.523u,349.137n,205.458u,306.919n,130.242u,240.801n,16.399u,1.598p,1.09767551059e-10,10262202.7534,0.000395054428027
6.709u,383.037n,24.610u,249.338n,23.761u,381.906n,219.956u,451.964n,25.413u,414.297n,20.169u,2.472p,1.27721195124e-10,8158980.58252,0.000135808786874
15.747u,265.163n,14.542u,485.173n,20.368u,499.902n,343.290u,255.820n,64.773u,243.480n,10.083u,2.291p,1.25004289303e-10,4401134.8756,0.00025211564667
2.174u,295.519n,16.990u,519.831n,5.401u,348.387n,222.783u,333.574n,126.574u,459.372n,26.244u,2.653p,1.43815193153e-10,9892197.51225,0.000798545626435
18.392u,510.906n,18.087u,318.867n,23.376u,192.886n,307.859u,353.277n,80.615u,274.146n,17.935u,1.414p,1.5053261745e-10,12683875.5304,0.000204975689839
19.903u,408.312n,24.799u,366.518n,3.028u,324.056n,226.338u,300.167n,26.442u,415.840n,23.772u,1.192p,9.7131994912e-11,19942953.0201,0.000387218123043
17.293u,381.316n,12.869u,227.626n,10.460u,380.217n,207.761u,226.443n,32.713u,217.691n,29.340u,1.652p,6.7667836208e-11,17760290.5569,0.000615347339448
13.723u,489.098n,8.244u,439.081n,13.462u,221.216n,348.100u,206.248n,76.441u,469.319n,22.120u,2.803p,1.20979827889e-10,7891544.77346,0.000272586199685
23.123u,359.488n,19.254u,216.045n,23.788u,193.982n,116.833u,298.062n,64.841u,519.474n,27.358u,0.713p,8.559330655e-11,38370266.4797,0.000186261716711
3.333u,288.571n,4.129u,467.215n,13.611u,337.150n,229.400u,335.401n,72.896u,493.257n,21.872u,2.212p,1.203773382e-10,9887884.26763,0.000341488835208
10.907u,482.106n,11.686u,189.045n,14.861u,217.847n,243.752u,312.826n,96.712u,180.671n,25.686u,2.248p,1.04429951183e-10,11426156.5836,0.000480829807779
6.891u,451.445n,18.746u,253.415n,2.037u,350.488n,274.579u,480.874n,111.001u,194.735n,22.942u,1.399p,1.62229050922e-10,16398856.3259,0.000308636957027
15.360u,409.548n,19.856u,474.789n,17.863u,296.996n,310.712u,204.539n,133.198u,416.976n,12.177u,2.167p,1.40116398228e-10,5619289.3401,0.000255337721893
6.305u,478.050n,23.181u,486.252n,11.913u,251.078n,229.951u,397.398n,14.338u,334.955n,10.759u,1.353p,1.13461657364e-10,7951958.6105,6.91562412814e-05
6.827u,213.278n,14.961u,471.947n,21.274u,416.141n,230.132u,219.902n,97.806u,407.489n,20.211u,2.723p,1.07831187805e-10,7422328.31436,0.000383857932028
6.269u,259.769n,16.893u,375.196n,2.252u,386.657n,209.789u,325.223n,62.043u,454.155n,14.345u,1.092p,1.05242776065e-10,13136446.8864,0.000289079596382
21.859u,374.617n,4.899u,297.389n,8.781u,190.362n,260.065u,386.358n,52.154u,204.460n,27.458u,2.732p,1.22458830546e-10,10050512.4451,0.000598380547372
18.412u,233.122n,17.349u,489.046n,2.661u,460.060n,141.173u,471.029n,99.918u,193.808n,27.316u,0.501p,9.9862405739e-11,54522954.0918,0.00035820737531
15.336u,405.513n,20.808u,446.811n,11.109u,340.623n,266.517u,243.966n,148.408u,369.425n,17.980u,1.702p,1.39146883385e-10,10564042.3032,0.000534981596428
2.144u,286.365n,11.509u,406.702n,8.107u,461.468n,197.377u,499.546n,137.705u,279.452n,15.570u,0.966p,1.46116649456e-10,16118012.4224,0.000330556611789
14.645u,336.313n,3.158u,334.009n,9.358u,509.723n,102.769u,378.191n,62.224u,210.864n,11.557u,0.939p,6.2737204556e-11,12307774.2279,0.000389474853452
3.561u,294.700n,3.767u,241.761n,18.405u,393.952n,140.061u,225.441n,104.600u,406.134n,20.937u,2.336p,8.3267935248e-11,8962756.84932,0.000454413178432
22.482u,350.544n,15.962u,233.275n,6.432u,386.295n,103.851u,297.183n,89.416u,381.783n,28.786u,2.696p,7.9089375659e-11,10677299.7033,0.00027022381601
11.729u,365.227n,10.734u,402.714n,15.453u,306.322n,222.278u,359.968n,51.396u,469.945n,12.407u,0.885p,1.17506333749e-10,14019209.0395,0.000131651123823
7.854u,456.415n,24.971u,346.845n,12.573u,312.202n,264.936u,239.294n,132.834u,298.136n,21.439u,1.763p,1.19171258259e-10,12160521.8378,0.000476833315436
11.083u,226.808n,11.725u,290.581n,14.474u,479.229n,298.019u,482.689n,48.477u,379.695n,17.996u,1.105p,1.75114103441e-10,16285972.8507,0.000314399909257
13.933u,472.077n,8.015u,272.405n,23.881u,408.803n,212.829u,443.309n,97.697u,515.212n,14.563u,2.306p,1.63207077284e-10,6315264.52732,0.000206356143181
17.791u,489.048n,13.700u,194.803n,20.193u,268.011n,151.608u,262.469n,61.174u,462.330n,29.246u,1.600p,8.4856375763e-11,18278750.0,0.00027176491237
3.888u,349.214n,20.900u,309.903n,16.419u,516.481n,276.286u,345.355n,124.505u,295.073n,16.333u,1.348p,1.48469633666e-10,12116468.8427,0.000296281515749
15.024u,416.346n,3.914u,439.184n,13.869u,426.664n,145.534u,460.390n,92.744u,305.682n,23.752u,0.687p,None,None,None
23.231u,250.634n,23.124u,416.087n,12.316u,412.140n,253.970u,251.411n,86.219u,475.217n,17.447u,0.455p,1.25343576675e-10,38345054.9451,0.000366121307712
3.548u,428.142n,14.241u,350.290n,14.162u,180.698n,65.666u,426.001n,25.145u,290.093n,23.053u,2.494p,4.4334742933e-11,9243384.12189,0.000164164981427
3.272u,482.155n,5.431u,503.931n,23.946u,238.973n,320.658u,516.816n,74.049u,277.701n,18.603u,1.904p,1.96321574156e-10,9770483.19328,0.000227288005015
15.371u,385.019n,4.015u,377.305n,6.039u,363.120n,34.651u,433.016n,99.375u,351.481n,22.431u,2.836p,5.9558750095e-11,7909379.40762,0.000273856735072
18.563u,406.405n,18.531u,234.307n,6.049u,385.752n,133.582u,443.509n,61.020u,413.118n,19.651u,2.699p,9.8672732478e-11,7280844.75732,0.000154559361713
3.118u,214.633n,4.158u,456.206n,23.601u,312.063n,263.648u,487.964n,53.840u,376.165n,17.473u,1.524p,1.58834585377e-10,11465223.0971,0.000169440752741
4.341u,217.833n,13.779u,519.793n,9.388u,345.837n,354.166u,422.789n,85.607u,213.938n,15.959u,0.548p,1.79406637896e-10,29122262.7737,0.000650957066042
8.785u,200.209n,16.451u,268.449n,6.560u,497.792n,57.440u,496.043n,137.604u,327.780n,14.345u,2.752p,8.3037155124e-11,5212572.67442,8.11779526911e-05
6.243u,434.283n,26.945u,266.995n,21.508u,443.399n,252.741u,419.008n,15.374u,305.594n,23.992u,1.886p,1.3004073782e-10,12721102.8632,0.000166623368159
6.202u,350.757n,13.873u,314.063n,18.226u,379.159n,228.217u,295.358n,121.731u,295.080n,24.405u,2.147p,1.16769043013e-10,11367023.7541,0.000618686513998
2.794u,511.495n,25.237u,211.617n,4.580u,279.756n,301.350u,453.936n,16.790u,230.726n,18.209u,2.817p,None,None,None
3.406u,258.385n,21.960u,286.350n,8.072u,272.778n,279.799u,221.489n,65.703u,497.840n,28.488u,2.161p,1.04052151557e-10,13182785.7473,0.000522124927799
6.858u,406.098n,27.160u,269.029n,20.985u,424.121n,248.058u,332.572n,141.885u,299.389n,29.186u,2.798p,1.4396798035e-10,10431022.1587,0.000372232040366
10.740u,295.802n,12.607u,501.378n,10.904u,449.556n,77.663u,484.278n,103.255u,491.486n,10.124u,0.932p,1.02758613794e-10,10862660.9442,0.000103574365518
3.537u,490.145n,25.799u,323.686n,13.166u,412.916n,147.652u,256.687n,49.928u,397.904n,23.758u,0.473p,7.3287769871e-11,50228329.8097,0.000307906526359
10.997u,465.116n,3.831u,317.094n,16.909u,258.900n,197.412u,390.572n,91.172u,410.369n,12.995u,0.936p,1.25225169998e-10,13883547.0085,0.000190595063309
12.516u,505.638n,21.315u,341.798n,20.986u,445.372n,117.237u,488.866n,148.934u,206.780n,13.413u,2.826p,1.11070322132e-10,4746284.50106,0.000104894063569
2.141u,308.233n,23.004u,347.390n,21.586u,394.041n,151.438u,292.625n,128.997u,483.858n,26.614u,2.941p,1.23887830615e-10,9049302.95818,0.000366766900414
6.454u,235.893n,18.287u,233.440n,18.988u,366.079n,256.355u,409.463n,45.053u,332.980n,22.116u,2.191p,1.32712114059e-10,10094020.995,0.000265744986956
6.187u,255.044n,10.669u,424.596n,20.927u,242.426n,74.434u,301.029n,143.193u,271.578n,15.703u,0.995p,7.2476081994e-11,15781909.5477,0.000231757806848
23.269u,259.364n,22.925u,486.813n,5.795u,278.003n,269.030u,512.140n,127.725u,182.907n,27.561u,0.722p,None,None,None
8.566u,262.686n,24.458u,298.389n,2.938u,335.407n,322.270u,506.401n,75.558u,430.334n,13.284u,1.477p,None,None,None
11.025u,452.535n,16.606u,496.857n,4.699u,180.946n,279.702u,438.354n,84.922u,208.612n,18.690u,1.041p,None,None,None
9.033u,200.453n,9.485u,468.557n,18.520u,276.747n,139.386u,325.236n,89.375u,440.512n,22.785u,2.198p,None,None,None
6.680u,394.324n,4.209u,205.397n,15.354u,255.309n,191.523u,206.093n,115.878u,383.785n,25.323u,1.869p,None,None,None
15.420u,289.819n,4.124u,403.633n,19.434u,181.294n,192.699u,262.898n,33.222u,272.176n,28.442u,2.588p,6.9359271842e-11,10989953.6321,0.000205365419552
3.330u,295.877n,5.724u,500.719n,23.207u,367.177n,68.546u,316.172n,87.632u,462.669n,13.816u,2.789p,7.4589398325e-11,4953746.86267,0.000184265141272
3.148u,448.901n,16.178u,329.606n,6.716u,259.780n,236.053u,247.241n,16.758u,400.095n,10.450u,2.137p,None,None,None
3.109u,378.835n,11.588u,325.257n,3.213u,430.247n,282.062u,389.668n,23.603u,244.900n,29.709u,0.683p,1.22020169858e-10,43497803.8067,0.00090643567726
20.978u,435.824n,13.668u,263.386n,11.925u,199.649n,96.199u,185.199n,144.925u,303.830n,24.707u,2.739p,7.6972011396e-11,9020445.41804,0.000364960789216
21.446u,388.141n,22.557u,333.848n,16.405u,185.790n,115.204u,494.410n,95.999u,425.390n,12.533u,1.893p,1.16697590422e-10,6620707.8711,8.73430201713e-05
12.030u,213.748n,5.165u,373.448n,3.932u,484.769n,113.512u,251.573n,56.285u,389.653n,22.472u,0.468p,5.6894532549e-11,48017094.0171,0.000890416512362
12.237u,294.194n,13.191u,439.155n,22.751u,465.708n,356.745u,415.913n,96.411u,465.682n,13.415u,2.988p,2.13260018778e-10,4489625.16734,0.000234102077816
19.866u,242.611n,3.690u,280.399n,21.563u,515.382n,275.484u,296.831n,91.891u,260.985n,23.368u,1.784p,1.22721928341e-10,13098654.7085,0.000731589564056
19.315u,255.366n,15.721u,472.176n,15.354u,512.091n,353.050u,516.116n,100.952u,465.574n,14.403u,1.198p,2.49433498648e-10,12022537.5626,0.0003402491545
11.272u,433.040n,22.769u,471.606n,2.993u,478.813n,319.577u,450.969n,120.846u,328.605n,24.376u,0.944p,2.00882231146e-10,25822033.8983,0.000520973456695
8.287u,368.576n,6.407u,358.884n,8.432u,224.057n,288.545u,313.735n,115.567u,496.684n,15.845u,2.443p,1.55169953127e-10,6485878.01883,0.000378826424682
20.314u,432.134n,25.899u,503.684n,5.664u,330.464n,151.426u,483.368n,129.382u,445.011n,15.911u,2.835p,1.54465926058e-10,5612345.67901,0.000161856562598
2.383u,327.296n,14.255u,484.884n,21.846u,371.774n,333.241u,218.003n,142.264u,262.022n,27.055u,2.468p,1.25737578123e-10,10962317.6661,0.000920033310094
23.898u,288.656n,18.497u,203.260n,12.042u,447.806n,317.003u,258.388n,14.124u,406.723n,12.871u,0.533p,1.03704807976e-10,24148217.636,0.000100140189
6.220u,457.300n,12.257u,358.561n,4.074u,367.617n,75.798u,514.897n,129.195u,310.533n,25.741u,0.872p,8.7884433576e-11,29519495.4128,0.000236426066069
20.888u,489.803n,16.932u,272.870n,17.672u,246.850n,301.056u,353.951n,80.674u,396.548n,19.154u,1.217p,1.57763758712e-10,15738701.7256,0.000245962821203
23.814u,421.689n,6.223u,251.301n,3.425u,262.333n,119.273u,341.734n,23.749u,208.667n,18.358u,1.979p,None,None,None
6.077u,419.620n,14.163u,254.018n,5.882u,333.992n,115.594u,378.934n,135.573u,301.763n,18.721u,0.710p,9.2825640613e-11,26367605.6338,0.000192832348501
19.915u,442.095n,3.550u,224.112n,15.425u,333.036n,318.515u,303.879n,103.481u,305.994n,17.559u,1.446p,1.43191584624e-10,12143153.527,0.000484448380644
4.988u,333.405n,10.583u,348.249n,9.787u,403.472n,118.362u,510.107n,78.224u,433.804n,14.984u,2.981p,1.03608492601e-10,5026501.1741,0.000190000861282
10.590u,317.215n,7.052u,265.506n,4.359u,329.264n,199.231u,256.830n,47.870u,394.524n,26.291u,1.746p,7.6721278548e-11,15057846.5063,0.000889595454668
12.069u,406.121n,21.991u,314.754n,6.368u,380.716n,345.064u,298.383n,94.252u,203.986n,11.210u,1.475p,1.36434949035e-10,7600000.0,0.000242259619116
10.177u,488.819n,14.978u,197.634n,19.020u,292.820n,281.221u,423.813n,119.902u,261.173n,10.148u,1.049p,1.64004590134e-10,9673975.21449,0.000134250240686
18.634u,445.704n,12.442u,439.235n,2.035u,255.181n,100.621u,228.892n,141.026u,421.519n,22.956u,2.228p,9.6765983967e-11,10303411.1311,0.00049174195969
11.797u,398.746n,17.298u,308.279n,12.513u,329.313n,143.387u,334.455n,123.739u,480.411n,17.674u,2.114p,1.21559386087e-10,8360454.11542,0.000216386968662
3.506u,188.701n,11.745u,345.440n,5.193u,400.687n,138.765u,241.918n,44.193u,214.918n,17.001u,2.012p,4.9867168541e-11,8449801.19284,0.000402666984732
4.521u,219.141n,13.139u,491.006n,10.945u,489.906n,100.762u,199.553n,68.202u,253.352n,21.224u,1.833p,5.0190557955e-11,11578832.515,0.000556563579149
13.970u,431.259n,9.911u,310.420n,10.204u,491.751n,136.485u,438.754n,71.532u,389.153n,25.104u,1.544p,1.0183932014e-10,16259067.3575,0.000377664561593
23.595u,341.525n,21.239u,317.925n,21.598u,366.787n,285.689u,206.072n,121.418u,308.587n,24.890u,1.038p,1.1907307705e-10,23978805.395,0.000605795160784
21.171u,372.445n,13.059u,480.217n,15.972u,443.662n,219.313u,371.090n,146.493u,201.047n,28.653u,0.863p,1.32079195703e-10,33201622.248,0.000802202120008
3.828u,419.767n,14.673u,353.592n,23.811u,499.144n,241.469u,337.569n,43.858u,231.889n,17.227u,2.913p,1.10362877899e-10,5913834.53484,0.000285515812247
5.201u,337.956n,10.159u,283.718n,15.172u,345.573n,84.124u,482.197n,62.972u,185.481n,22.007u,1.247p,6.2127483834e-11,17647955.0922,0.000209391812291
19.528u,391.586n,26.171u,503.930n,9.583u,356.429n,318.517u,425.761n,91.392u,474.750n,29.266u,2.646p,2.03251370982e-10,11060468.6319,0.000596015460767
9.834u,441.838n,6.978u,201.892n,8.122u,292.035n,281.324u,505.014n,112.245u,387.111n,23.094u,2.648p,1.93649578269e-10,8721299.09366,0.000529313721755
7.866u,310.018n,21.768u,404.638n,8.059u,386.688n,92.637u,448.964n,108.949u,410.066n,13.872u,2.052p,1.00630038866e-10,6760233.91813,0.000109620177991
23.150u,207.050n,17.571u,410.413n,8.986u,427.423n,250.873u,509.555n,24.012u,259.050n,24.117u,0.942p,1.49899297516e-10,25601910.828,0.000367817011773
18.784u,206.400n,20.613u,210.850n,21.479u,485.826n,267.587u,280.226n,80.696u,473.717n,26.018u,2.425p,1.31870226998e-10,10729072.1649,0.00035933579028
17.353u,424.279n,11.918u,341.990n,18.715u,496.626n,277.453u,200.634n,137.647u,300.216n,20.464u,1.784p,1.17723042851e-10,11470852.0179,0.000881457698117
13.397u,268.122n,7.377u,493.110n,17.868u,492.889n,271.894u,432.573n,137.434u,374.155n,25.332u,1.174p,1.85072265088e-10,21577512.7768,0.000937322178
14.614u,420.602n,21.879u,495.894n,16.817u,501.599n,263.461u,279.269n,142.717u,432.306n,16.144u,1.742p,1.60705638248e-10,9267508.61079,0.000446526854841
19.107u,310.020n,16.150u,426.104n,2.100u,441.233n,134.818u,343.227n,61.683u,429.552n,24.678u,2.007p,8.6500954742e-11,12295964.1256,0.000379911429977
22.292u,309.023n,16.967u,476.272n,7.010u,367.533n,54.784u,275.753n,96.108u,186.459n,28.143u,1.481p,5.0573107994e-11,19002700.8778,0.000275446598153
20.797u,265.739n,9.850u,306.191n,6.329u,476.757n,102.271u,191.712n,97.004u,215.950n,17.785u,2.348p,5.2114542138e-11,7574531.51618,0.00036882773692
6.292u,330.625n,16.738u,332.129n,11.065u,387.109n,346.248u,231.791n,94.331u,264.486n,22.348u,2.798p,1.17129227821e-10,7987133.6669,0.000882100491029
16.456u,432.861n,3.471u,236.941n,16.749u,301.137n,355.762u,429.664n,28.374u,335.787n,15.392u,1.631p,1.75375070746e-10,9437155.11956,0.000130522841067
20.114u,442.702n,13.325u,457.733n,8.590u,441.323n,92.323u,427.092n,79.702u,517.094n,13.125u,1.760p,9.9438605527e-11,7457386.36364,0.0001499465031
15.485u,305.542n,18.391u,330.388n,11.311u,455.976n,296.737u,450.405n,77.153u,262.237n,16.081u,2.291p,1.6984922786e-10,7019205.58708,0.000260894025719
18.814u,237.642n,23.947u,514.140n,10.264u,503.364n,304.722u,434.186n,28.457u,270.572n,26.186u,2.931p,1.6195532896e-10,8934152.1665,0.000500898284578
13.103u,385.032n,4.941u,503.727n,22.721u,334.148n,256.635u,302.802n,27.350u,251.959n,25.654u,1.491p,9.9726836031e-11,17205902.0791,0.000224788715506
21.912u,297.324n,18.869u,494.623n,16.693u,270.198n,352.595u,421.882n,123.016u,510.372n,21.853u,2.471p,2.31895825831e-10,8843787.94011,0.000357575203705
8.052u,355.765n,24.560u,342.664n,5.147u,482.421n,279.030u,412.429n,130.192u,183.828n,14.015u,1.471p,1.52776467353e-10,9527532.29096,0.000202945371322
20.714u,502.172n,26.150u,363.506n,2.208u,267.184n,65.689u,223.575n,60.637u,513.827n,25.702u,2.668p,6.6340960954e-11,9633433.28336,0.000219519522029
18.634u,362.926n,15.513u,207.184n,13.580u,426.138n,170.363u,497.762n,147.798u,318.440n,29.406u,2.228p,1.47628785242e-10,13198384.2011,0.000258869479169
16.387u,382.268n,18.203u,397.535n,14.865u,377.729n,146.960u,240.515n,32.067u,251.075n,24.234u,2.551p,6.2512803331e-11,9499803.99843,0.000345528792051
18.697u,360.337n,9.191u,459.421n,22.532u,465.827n,245.738u,516.897n,24.831u,324.278n,14.404u,1.837p,1.56529155268e-10,7841045.18236,0.000125267521652
15.912u,444.559n,5.718u,367.477n,9.406u,266.172n,175.305u,514.762n,79.979u,446.885n,23.505u,1.033p,1.37660437951e-10,22754114.2304,0.000476464575124
9.069u,201.189n,23.262u,298.851n,16.725u,271.435n,291.185u,488.520n,134.633u,276.114n,25.121u,1.996p,1.9273995774e-10,12585671.3427,0.000306225241575
12.149u,223.099n,16.916u,249.217n,10.710u,261.505n,176.271u,316.670n,52.362u,457.553n,10.057u,2.134p,8.9505030829e-11,4712746.01687,0.000115208777708
15.039u,517.577n,17.358u,413.918n,16.016u,232.942n,232.563u,335.166n,73.425u,261.400n,16.422u,2.800p,1.15839933677e-10,5865000.0,0.000278127631847
8.967u,494.415n,3.522u,338.934n,10.299u,215.583n,96.892u,497.308n,66.199u,476.502n,11.722u,1.032p,8.7576556804e-11,11358527.1318,0.000153010761149
19.305u,516.402n,18.667u,514.993n,6.786u,246.417n,122.134u,508.561n,104.250u,202.664n,28.070u,2.674p,1.04495011877e-10,10497382.199,0.000318512692953
17.205u,447.872n,15.595u,237.493n,13.752u,283.746n,199.878u,180.835n,20.103u,207.079n,23.880u,1.541p,5.5619263354e-11,15496430.889,0.000241951951786
13.883u,349.027n,8.021u,398.113n,17.479u,398.985n,212.949u,287.972n,32.730u,214.003n,13.084u,1.214p,8.3340332647e-11,10777594.7282,0.000196175642475
18.048u,287.105n,18.755u,388.701n,15.875u,208.008n,115.300u,342.124n,137.875u,294.573n,29.085u,1.674p,9.583503487e-11,17374551.9713,0.000327951011096
12.716u,322.339n,24.474u,405.081n,13.160u,398.048n,85.260u,492.206n,22.679u,480.984n,19.507u,2.956p,7.2124846494e-11,6599120.43302,0.000133607716215
9.292u,335.179n,19.301u,334.717n,23.684u,471.221n,125.070u,271.511n,110.120u,444.814n,24.540u,0.894p,1.03676052699e-10,27449664.4295,0.000318337189036
11.901u,326.292n,4.380u,460.159n,3.502u,387.672n,279.437u,244.448n,93.815u,383.358n,17.177u,2.334p,1.11528871402e-10,7359468.72322,0.00159977083595
3.140u,408.353n,25.893u,190.950n,18.756u,453.769n,267.523u,369.914n,103.202u,344.850n,28.024u,1.273p,1.49287100856e-10,22014139.8272,0.000295359350395
14.451u,491.267n,23.599u,498.991n,17.480u,327.885n,133.470u,347.816n,45.689u,323.247n,26.278u,1.579p,8.5798251529e-11,16642178.594,0.000320217800985
7.605u,417.008n,9.250u,495.207n,3.013u,446.828n,339.108u,303.840n,116.846u,249.536n,10.544u,1.161p,1.4129016153e-10,9081826.01206,0.000756428954584
20.167u,250.163n,26.698u,189.634n,5.271u,515.970n,236.973u,196.217n,130.741u,221.706n,23.039u,1.140p,8.831175891e-11,20209649.1228,0.00029595527589
3.474u,318.126n,13.065u,210.312n,21.024u,499.359n,71.245u,503.787n,134.534u,462.782n,13.646u,1.482p,1.12503638023e-10,9207827.26046,8.5288055703e-05
23.029u,502.867n,11.271u,271.241n,4.401u,370.721n,151.916u,343.373n,90.984u,374.524n,21.400u,1.570p,1.02508768859e-10,13630573.2484,0.000333772845791
14.235u,216.956n,4.594u,318.406n,19.367u,196.351n,294.955u,226.631n,96.600u,432.434n,27.805u,1.975p,1.16972926646e-10,14078481.0127,0.000304234274323
20.287u,262.362n,14.418u,415.143n,9.703u,261.467n,185.532u,321.509n,15.195u,274.091n,24.467u,0.774p,7.7660104502e-11,31611111.1111,0.000207641340403
17.876u,362.235n,20.462u,315.730n,12.884u,248.129n,70.327u,437.366n,84.676u,470.967n,10.913u,2.439p,8.677091453e-11,4474374.74375,6.53771918723e-05
21.643u,396.866n,8.469u,454.630n,14.224u,198.144n,182.758u,370.157n,135.551u,382.754n,17.627u,1.063p,1.34789873024e-10,16582314.2051,0.000347899806547
7.318u,424.340n,18.270u,311.478n,16.160u,335.855n,285.904u,216.642n,138.185u,385.951n,25.675u,2.520p,1.29494893283e-10,10188492.0635,0.000720965886269
14.510u,372.502n,20.522u,197.323n,8.875u,312.641n,95.396u,214.726n,49.702u,265.696n,22.110u,1.051p,4.5918779589e-11,21037107.5167,0.000186468084405
5.618u,190.094n,27.767u,217.418n,11.672u,214.802n,299.701u,446.233n,77.760u,351.395n,14.979u,0.635p,1.70673114175e-10,23588976.378,0.000140457561585
13.381u,222.085n,20.684u,509.484n,12.547u,209.184n,60.802u,407.917n,68.941u,282.216n,26.808u,1.152p,6.0392940779e-11,23270833.3333,0.000203330670682
17.785u,184.181n,5.588u,236.027n,6.319u,470.607n,315.469u,341.119n,147.334u,279.324n,25.014u,1.193p,1.56334735621e-10,20967309.3043,0.00111503470832
21.358u,212.908n,19.925u,447.810n,12.693u,332.923n,278.607u,217.775n,129.354u,363.556n,25.701u,1.493p,1.25396757202e-10,17214333.5566,0.000815431284164
12.726u,268.901n,8.088u,260.526n,14.851u,408.345n,48.829u,451.127n,121.720u,496.522n,22.044u,1.977p,None,None,None
2.997u,486.338n,24.774u,217.833n,17.770u,237.818n,357.498u,190.935n,125.820u,475.926n,23.933u,2.887p,1.39220065538e-10,8289920.33253,0.000362695760765
17.967u,404.095n,11.545u,202.090n,12.663u,354.054n,220.194u,357.609n,149.297u,360.143n,29.366u,2.881p,1.46588515334e-10,10192988.5456,0.000470261485975
19.775u,512.653n,13.638u,479.584n,17.614u,363.491n,72.903u,482.670n,49.170u,247.044n,14.358u,0.880p,7.0416054631e-11,16315909.0909,0.000132902609867
4.567u,417.441n,6.883u,306.494n,7.828u,289.868n,120.799u,290.376n,78.598u,270.785n,11.391u,2.005p,None,None,None
13.301u,240.156n,10.528u,368.685n,12.356u,283.551n,78.746u,516.401n,28.089u,509.907n,11.086u,2.358p,6.5566677661e-11,4701441.89992,8.45978365944e-05
2.410u,222.403n,11.578u,367.782n,2.284u,211.135n,274.700u,224.867n,27.747u,301.740n,21.305u,0.548p,7.5419748246e-11,38877737.2263,0.000677405481602
17.545u,202.439n,13.401u,513.704n,18.557u,513.451n,257.883u,428.570n,139.223u,331.319n,21.685u,2.171p,1.76612192213e-10,9988484.56932,0.000598218621789
8.628u,511.372n,4.279u,430.142n,17.996u,448.348n,197.578u,489.672n,108.916u,478.080n,27.710u,1.027p,1.63140141538e-10,26981499.5131,0.000617739745872
4.345u,438.663n,27.967u,264.455n,7.310u,317.778n,179.799u,345.817n,14.034u,287.238n,21.910u,2.300p,None,None,None
11.362u,389.520n,3.710u,514.466n,12.793u,406.907n,129.722u,378.489n,134.007u,248.534n,25.088u,2.391p,9.3943602147e-11,10492680.8867,0.0014330197431
12.530u,456.214n,12.398u,407.529n,4.787u,441.741n,144.627u,480.234n,100.770u,489.994n,16.141u,0.739p,None,None,None
4.476u,517.709n,9.576u,211.382n,18.320u,310.751n,39.839u,211.600n,99.191u,260.197n,10.229u,2.800p,None,None,None
22.926u,354.271n,5.418u,368.674n,3.866u,301.433n,38.766u,439.840n,75.100u,379.181n,26.456u,1.315p,5.6812163196e-11,20118631.1787,0.000273833941379
13.179u,416.480n,24.850u,324.589n,22.604u,223.189n,233.676u,241.547n,36.614u,387.330n,19.743u,1.646p,8.9225228118e-11,11994532.1993,0.000128719260808
8.851u,402.719n,27.405u,322.512n,3.677u,343.390n,301.980u,506.050n,95.519u,281.452n,17.599u,1.037p,None,None,None
17.468u,190.019n,19.123u,432.094n,15.792u,450.236n,144.582u,326.339n,82.671u,493.241n,24.239u,2.305p,1.06651784375e-10,10515835.141,0.000344446932762
11.630u,215.590n,12.719u,342.796n,11.067u,381.360n,110.587u,486.664n,58.093u,418.035n,15.456u,1.206p,8.9191464167e-11,12815920.398,0.000154720596384
13.044u,260.616n,25.971u,503.479n,12.291u,474.826n,110.603u,231.032n,118.074u,316.681n,19.522u,2.852p,None,None,None
2.253u,480.648n,14.508u,298.815n,19.756u,265.180n,234.698u,317.727n,110.337u,444.682n,28.429u,0.776p,1.34291773324e-10,36635309.2784,0.000411825124685
23.620u,516.577n,17.361u,363.027n,10.683u,491.310n,306.994u,371.934n,117.879u,455.848n,26.035u,2.188p,1.91669138005e-10,11898994.5155,0.00060593913498
22.542u,195.145n,26.777u,460.809n,21.386u,393.809n,123.950u,273.584n,16.777u,467.464n,20.600u,1.723p,6.6913420785e-11,11955890.888,0.000116918784419
22.610u,253.578n,22.706u,211.282n,10.321u,185.667n,350.707u,370.758n,16.290u,354.930n,18.727u,0.775p,1.48256272385e-10,24163870.9677,0.000116260243627
10.698u,323.067n,21.683u,491.571n,12.272u,349.157n,320.366u,429.786n,106.556u,269.515n,29.982u,2.376p,1.84807021479e-10,12618686.8687,0.000708443322182
10.757u,318.160n,17.065u,357.444n,16.347u,267.324n,73.395u,183.569n,127.430u,344.642n,25.481u,1.823p,7.1282951223e-11,13977509.5996,0.000338272202765
